mes_ref;company_id;tipo_doc;max_valor_boleto;avg_valor_boleto;total_valor_boleto;valor_boleto_stdv;qtd_boleto_pago;qtd_boleto_total;qtd_boleto_estorno;qnt_cc_total;tempo_credenciamento;conta_bnk_repetida;fraude
01/01/2021;5ff8e8668c293c00113a0159;cpf;"36276,3";"13802,21";"82813,3";"12532,24";1;6;1;0;0;1;1
01/01/2021;5ffd8338c21a1d0016f11c8e;cpf;400;"264,28";1850;"114,43";0;7;3;0;0;1;1
01/01/2021;6002044d9f08880016f91e2c;cpf;43700;"13035,19";"78211,16";"16012,46";0;6;0;0;0;0;1
01/01/2021;6009692573f9530016951617;cpf;4547;"3914,35";"7828,7";"894,7";0;2;0;0;1;0;0
01/02/2021;601ae505376948001525fdd2;cpf;"3416,6";"2527,03";"7581,11";"1540,77";0;3;0;0;1;0;0
01/07/2020;5efdde8f428caf2e22d2f89d;cnpj;200;200;400;0;2;2;0;1;8;0;0
01/08/2020;5eb310ebdb5b121683842275;cnpj;150;150;150;0;1;1;0;0;10;0;0
01/09/2020;5ebc703322435b138f8406be;cnpj;5;5;5;0;0;1;0;0;9;0;0
01/01/2021;5fcfbb7d87379a00113f08f0;cnpj;72420;72420;72420;0;0;1;0;0;1;0;1
01/05/2020;5e8f64b28fa06c2b831326f7;cnpj;"269,8";"269,8";"269,8";0;1;1;0;0;11;0;0
01/09/2020;5eb162708d13d06ffb4bc90e;cnpj;97;61;122;"50,91";2;2;0;1;10;0;0
01/10/2020;5f989acc818eee0010248c16;cpf;150;150;150;0;0;1;0;0;4;0;0
01/02/2021;6032e6e423fd920019e0ca20;cpf;"869,91";"501,93";"1505,8";"320,29";0;3;0;0;0;0;0
01/02/2021;603ac58bc1a53e0012bdaeed;cpf;"1939,45";"1386,14";"2772,28";"782,5";0;2;1;0;0;1;0
01/03/2021;603d607da31ae60019be7a47;cpf;"3765,13";"3765,13";"3765,13";0;0;1;0;0;0;0;0
01/01/2021;5e84bb0c28b100238967a6a8;cnpj;"571,4";"360,7";"721,4";"297,97";2;2;0;1;11;0;0
01/02/2021;602edf5f46999e0018afda8e;cpf;160;160;640;0;0;4;0;0;0;0;0
01/03/2021;5efddb7d859daa2e27200cdf;cnpj;65;65;195;0;2;3;0;0;8;0;0
01/07/2020;5edd6f8a1f18ae583cfdedd9;cpf;2;2;2;0;0;1;0;0;6;0;0
01/02/2021;6015a30e090f860018376c10;cpf;"10659,82";"9629,77";"28889,32";"1784,09";0;3;0;0;0;0;1
01/02/2021;6036304462e604001893bdc2;cpf;"29851,39";"29851,39";"29851,39";0;0;1;0;0;0;0;0
01/02/2021;60293885daa9520011e8d88f;cpf;"78865,69";"78865,69";"78865,69";0;0;1;0;0;0;0;1
01/02/2021;6036f7d5d01c1a001a809984;cpf;"2795,17";"2795,17";"2795,17";0;0;1;0;0;0;0;0
01/11/2020;5eb6a8bca19de453bf3b4c34;cnpj;50;50;50;0;1;1;0;0;10;0;0
01/07/2020;5ea9c349051d7d317b5f696a;cnpj;"237,8";"116,48";"1514,3";"74,94";11;13;0;0;10;0;0
01/07/2020;5f04bd731e3b83399014513d;cnpj;160;160;320;0;1;2;0;11;8;0;0
01/07/2020;5eadbdc68dafe77467f61471;cnpj;"208,4";"180,16";"1621,5";"42,35";0;9;0;7;10;0;0
01/07/2020;5e8881dd804a590f0545902c;cnpj;"99,9";"99,9";"499,5";0;3;5;0;0;11;0;0
01/07/2020;5f10aa111f7b264cf768560e;cpf;600;"525,19";13655;"83,99";22;26;0;0;7;0;0
01/08/2020;5e726701fa62212e40137b9c;cnpj;70;70;70;0;1;1;0;6;11;0;0
01/08/2020;5f1b06c5a04e3d1639b95f1d;cpf;200000;"20901,85";"418037,17";"43072,6";1;20;0;0;5;1;0
01/09/2020;5e7d1a8539ba3e1d523a808e;cnpj;1045;"485,15";"7762,42";"265,43";9;16;0;0;11;0;0
01/09/2020;5f6e09781ff9865521fdf85c;cpf;2146;2146;2146;0;0;1;0;2;5;0;0
01/10/2020;5f735388cce4d546e910d1fe;cpf;36984;"2894,95";"110008,24";"7243,61";2;38;2;0;4;1;1
01/04/2020;5e8f91d18ba5e8764d928c81;cnpj;50;50;150;0;3;3;0;8;11;0;0
01/05/2020;5e84f7e8a256181f2a1319fe;cnpj;"229,7";"160,75";"803,79";"69,27";4;5;0;6;11;0;0
01/06/2020;5e8f4e5e56d9767652b5b73a;cnpj;"344,7";"344,7";"344,7";0;1;1;0;6;11;0;0
01/10/2020;5f537391e7367c73db5e78a9;cpf;3138;"647,72";"5829,54";"1053,66";1;9;0;0;3;1;0
01/10/2020;5e8638be1a092b6e4539cc48;cnpj;162;162;1134;0;6;7;0;0;11;0;0
01/10/2020;5f68e12a72fc3d6030630c5a;cpf;"4258,5";"4258,5";8517;0;0;2;0;0;3;0;0
01/11/2020;5f64a6b59f7d446ce6f21820;cpf;"88678,48";"46776,94";"233884,74";"25508,6";0;5;0;0;4;1;1
01/11/2020;5fbac7a099e6ce0017009ef8;cpf;200;200;200;0;0;1;0;1;3;0;0
01/11/2020;5ecbdc732c69e638f455f286;cnpj;"312,45";"170,81";"512,44";"126,28";2;3;0;16;9;0;0
01/11/2020;5fc10a3d7a8bc70016ea9392;cpf;84600;"13931,18";"278623,74";"20543,64";1;20;0;0;1;1;0
01/12/2020;5ec551524eccd60cf61afdf0;cnpj;260;"155,26";"1552,6";"56,91";6;10;0;12;9;0;0
01/12/2020;5fc662252a76110017a7f027;cpf;"1889,06";"998,18";"20961,93";"364,9";4;21;0;0;2;0;1
01/12/2020;5fc13883ee256e0016ba7c47;cpf;"10496,85";"4816,26";"43346,39";"2985,18";0;9;0;0;1;0;0
01/12/2020;5f883e9df388a77c4448f3ce;cpf;"1148,05";"1148,05";"1148,05";0;0;1;0;0;3;1;1
01/12/2020;5ea2f75e8a203a7632124daf;cnpj;"233,9";"187,78";"375,56";"65,22";1;2;0;11;10;0;0
01/12/2020;5f0377b60dfef70df6e7317d;cnpj;254;254;254;0;0;1;0;13;8;0;0
01/01/2021;6001a61244caf70010403bcd;cpf;"5404,79";"1648,6";"98916,06";"1208,83";16;60;0;0;0;0;1
01/01/2021;600a1525b4215e0017b821a2;cpf;"15925,97";"3966,79";"55535,07";"4038,29";1;14;1;0;1;1;1
01/01/2021;600805558f8a64001726d9d6;cpf;"4709,24";"1025,41";"12304,92";"1279,32";0;12;1;0;0;1;1
01/02/2021;601c020b906ec200116b1461;cnpj;"2260,1";"2260,1";"11300,5";0;0;5;0;0;1;0;0
01/02/2021;6031b3baa7f00100189dbb16;cpf;10800;"2136,39";"17091,18";"3591,28";0;8;0;0;0;0;0
01/02/2021;60394f0146ff810019dea2b0;cpf;"5906,23";"5478,03";"10956,06";"605,57";0;2;0;0;0;0;0
01/03/2021;603562a6dad3aa0018015a60;cpf;"5068,63";"3177,1";"22239,75";"924,49";0;7;0;0;0;0;0
01/03/2021;5f7ba6ab33ae6c5763bdbe36;cnpj;250;"66,71";2135;"70,39";20;32;0;7;5;0;0
01/11/2020;5fa19204359ee1001783ae84;cpf;11800;"2575,25";"69531,8";"3726,83";1;27;0;0;1;0;0
01/09/2020;5e9dd6d493f74773a95f6845;cnpj;2000;"710,16";"2840,66";"865,13";3;4;0;92;10;0;0
01/09/2020;5e8f1b02ec1a201e210a53a1;cnpj;320;"206,62";"2066,25";"91,3";6;10;0;51;11;0;0
01/09/2020;5f4936426e359633e3d592f1;cpf;"15918,5";"1247,86";"62393,16";"2781,81";4;50;0;0;5;0;1
01/09/2020;5ea1888ad35f0a690a3ce634;cnpj;1497;"157,16";"6129,25";"332,38";27;39;0;36;10;0;0
01/09/2020;5f04817887074e4f37371103;cpf;"54662,19";"3321,23";139492;"8780,27";3;42;0;0;5;1;0
01/09/2020;5e7e508f03cfe831e3703c26;cnpj;370;"223,77";"7608,46";"61,66";27;34;0;14;11;0;0
01/09/2020;5e84cae19eb0c266b734b1b3;cnpj;"694,45";"130,39";"16820,79";"81,4";72;129;0;23;11;0;0
01/09/2020;5e8223da03cfe831e370431b;cnpj;"89,9";"89,9";"89,9";0;0;1;0;33;11;0;0
01/09/2020;5ee7ffb03efe3426d4329fbc;cpf;185;185;185;0;1;1;0;5;8;0;0
01/09/2020;5e5056e6434dd54ad3ed0876;cnpj;"320,4";"211,59";"2539,19";"85,45";8;12;0;7;12;0;0
01/09/2020;5f620ff6aade6d42701acea5;cpf;150;150;2250;0;3;15;0;2;5;0;0
01/09/2020;5f4e47d972ae971683f650ac;cpf;263413;"8679,42";"538124,21";"33243,12";5;62;0;0;3;1;0
01/09/2020;5e78d64db372a37c9ff93154;cnpj;165;"84,56";"1099,31";"49,18";11;13;0;13;11;0;0
01/09/2020;5e75222f72c81a2f0dffa733;cnpj;600;"269,37";4310;"190,87";12;16;0;17;11;0;0
01/10/2020;5e7e649a73af69798b924e28;cnpj;550;550;550;0;1;1;0;55;11;0;0
01/10/2020;5e8b7e5769966e545f7bc9f8;cnpj;"516,45";"281,39";"1969,77";"149,39";6;7;0;85;11;0;0
01/10/2020;5eea62c67ece11665d361af4;cnpj;"2315,52";"1575,53";"3151,07";"1046,5";2;2;0;26;8;0;0
01/10/2020;5ed691d04813d7379db53b23;cnpj;"6715,8";"1475,96";"7379,8";"2930,7";4;5;0;20;9;0;0
01/04/2020;5e78b10fac7fb911a0f1a959;cpf;230;230;230;0;0;1;0;6;11;0;0
01/04/2020;5e78e3eb01e84d486076b244;cnpj;250;"117,66";2824;"48,85";20;24;0;44;11;0;0
01/05/2020;5e8e00c36d1c903edcea41a7;cnpj;289;"272,33";817;"15,28";3;3;0;42;11;0;0
01/05/2020;5ebc7ae4e480064a2f858d1b;cnpj;"19,89";"19,89";"19,89";0;1;1;0;4;9;0;0
01/05/2020;5ebb3d4dc453ae5801dfb972;cnpj;370;370;370;0;1;1;0;12;9;0;0
01/05/2020;5e8e2fc4ad6808537c79bb1f;cnpj;165;165;330;0;1;2;0;2;11;0;0
01/06/2020;5ec43ab97cfdbb78901ccc05;cnpj;298;298;298;0;1;1;0;10;9;0;0
01/06/2020;5e8f1cc202d29156f083b52d;cnpj;"136,9";"136,9";"136,9";0;1;1;0;16;11;0;0
01/06/2020;5e945d508ba5e8764d9291f9;cnpj;70;70;70;0;0;1;0;5;10;0;0
01/12/2020;5e710923fe45505461f6e810;cnpj;490;490;490;0;1;1;0;2;11;0;0
01/12/2020;5ed8d2425dc13558375cd349;cpf;68;68;68;0;1;1;0;2;9;0;0
01/01/2021;5fd7af9be454a60011923c65;cpf;"1315,3";"508,4";"5592,45";"281,64";6;11;0;0;2;0;1
01/01/2021;600062c673848600178f3409;cpf;"2244,33";"1617,16";"3234,33";"886,95";0;2;1;0;0;1;1
01/01/2021;5ff31ac704922600172cdbfd;cpf;"1870,44";"1151,35";"11513,53";"465,52";0;10;2;0;1;1;1
01/01/2021;5ea6ff69bd0574394df68f24;cnpj;2350;"1268,26";"8877,86";"1174,57";2;7;0;0;10;0;0
01/01/2021;5ff75e675b2fba0011c6b973;cpf;"888,69";"607,85";"2431,4";"216,31";1;4;0;0;2;0;0
01/02/2021;6018bb19f80c5900113d5ab7;cpf;"1682,42";"957,74";"19154,9";"474,18";3;20;0;0;0;0;1
01/02/2021;5e73757b2eaba10b7056df3a;cnpj;"74,1";"74,1";"74,1";0;1;1;0;5;11;0;0
01/02/2021;60329b955cfeb90019b2ec14;cpf;1300;"1033,33";3100;"461,88";0;3;0;3;0;0;0
01/02/2021;6037e8098c2c310011c42606;cpf;"45145,76";"45145,76";"45145,76";0;0;1;0;0;0;0;0
01/02/2021;60397d5a387c4c00141493b5;cpf;150;150;150;0;0;1;0;0;0;0;0
01/09/2020;5f64f9077626d64cf4b511ea;cpf;"599,63";"521,52";"2086,09";"90,14";0;4;2;0;4;1;1
01/10/2020;5e76518151503e15aa61f058;cnpj;"324,8";"242,6";"970,4";"94,92";2;4;0;4;11;0;0
01/10/2020;5f498660e3e4f917d3e74cd7;cnpj;"74819,04";"22314,34";"133886,06";"29342,08";0;6;0;0;4;1;0
01/12/2020;5f2c243c49c042027d72ce8f;cpf;"1302,86";"1302,86";"1302,86";0;0;1;0;0;7;0;0
01/12/2020;5fda09b38ac6410011ffb476;cpf;"876,64";"643,27";"2573,09";"210,49";0;4;0;0;2;0;0
01/01/2021;5fe0bc436d7fa30016598098;cpf;"33383,7";"33383,7";"66767,4";0;0;2;0;0;0;0;1
01/01/2021;5ec2f4c5088076449901546e;cnpj;1152;"832,5";1665;"451,84";2;2;0;0;9;0;0
01/02/2021;5ff614588c2ee900108c36b7;cpf;"5086,2";"2935,38";"20547,66";"2010,59";1;7;0;0;1;1;1
01/02/2021;6038f964aba7bc00116549b4;cpf;"529,24";"492,83";"1478,51";"33,6";0;3;0;0;0;0;0
01/02/2020;5e4710e1cda7271ad5b8e46e;cpf;25;"21,6";108;"7,6";1;5;0;122;1;0;0
01/01/2020;5e149751d9d52a271763c0e1;cnpj;2399;2399;2399;0;0;1;0;2;14;0;0
01/03/2020;5e794255e8558b48da6d9d6d;cnpj;10;10;20;0;0;2;0;9;11;0;0
01/04/2020;5e8b3a051a092b6e4539d699;cnpj;194;"106,23";1381;"27,13";11;13;0;100;11;0;0
01/04/2020;5e909a827bb38c56ebffddc5;cnpj;2;2;2;0;1;1;0;0;11;0;0
01/05/2020;5e99c758aaeca2229f209d5e;cnpj;7128;"250,7";"131117,87";"570,36";266;523;0;109;10;0;0
01/05/2020;5e77824ab5ac867c7e85e903;cnpj;477;"351,33";1054;"217,66";2;3;0;378;11;0;0
01/05/2020;5ea305b28a203a7632124e1a;cpf;"216,3";"216,3";"865,2";0;0;4;0;27;10;0;0
01/05/2020;5e84cae19eb0c266b734b1b3;cnpj;1;1;1;0;0;1;0;18;11;0;0
01/05/2020;5eb211b3c19b1b1c8299a07b;cnpj;"171,8";"119,9";"239,8";"73,4";2;2;0;20;10;0;0
01/05/2020;5e750ad3b4e7815be49a1581;cnpj;300;"134,5";"1210,58";"67,44";5;9;0;42;11;0;0
01/05/2020;5ea0a963d42f9e40e3f0c0c3;cnpj;94;94;188;0;1;2;0;18;10;0;0
01/05/2020;5e8220cfa6f5644eca273852;cnpj;662;"231,97";"12062,59";"134,14";41;52;0;0;11;0;0
01/05/2020;5ea9cc2305e8e7543320152c;cnpj;205;"64,58";775;"48,69";12;12;0;5;8;0;0
01/05/2020;5ebab04cc453ae5801dfb53a;cnpj;3120;"1621,5";"11350,5";"1219,19";4;7;0;30;10;0;0
01/05/2020;5ebc81f8e4d78f1e3571c248;cpf;600;"164,92";"659,7";"290,05";1;4;0;0;9;0;0
01/05/2020;5e5056e6434dd54ad3ed0876;cnpj;"903,8";"265,15";"6098,5";"150,84";20;23;0;1;12;0;0
01/05/2020;5e75222f72c81a2f0dffa733;cnpj;"169,9";"91,65";"549,9";"40,17";2;6;0;1;11;0;0
01/05/2020;5e727c667627ca6f1c627693;cnpj;"188,47";"147,95";"295,91";"57,3";2;2;0;12;11;0;0
01/06/2020;5ecd0e89c551895ec44b8342;cnpj;"704,3";"230,8";"1615,62";"216,21";3;7;0;1;9;0;0
01/06/2020;5ea949ab455c07740dc65a92;cnpj;10;10;20;0;1;2;0;5;10;0;0
01/06/2020;5ee0148de7783969d6a000ef;cpf;"939,91";"750,82";"19521,44";"139,64";2;26;0;0;1;0;0
01/03/2020;5e6408b1d2fb002d925e3696;cpf;100;100;100;0;0;1;0;0;12;0;0
01/03/2020;5e693c72d5511d6da34fa9be;cnpj;"197,7";"197,7";"197,7";0;1;1;0;19;12;0;0
01/03/2020;5e1c738d7268a016d9e71108;cnpj;272;"139,72";1537;"68,68";8;11;0;4;14;0;0
01/04/2020;5e74c894f606b61f2e0a8bc0;cnpj;199;"186,78";4296;"12,08";15;23;0;31;11;0;0
01/04/2020;5e80f2530eb6f657508316ec;cnpj;"34254,89";"31645,53";"411392,01";"9408,15";0;13;0;0;10;0;0
01/04/2020;5e59212dc9a9167605c1de9c;cnpj;54;"50,49";4797;"4,41";65;95;0;90;12;0;0
01/04/2020;5e7fecdbafa5275e41255e57;cpf;"104,8";"39,22";"784,5";"22,72";16;20;0;31;11;0;0
01/04/2020;5e83fbdb28b100238967a494;cpf;250;"184,25";2211;"86,82";9;12;0;0;11;0;0
01/04/2020;5e9b109a61e7033ead162780;cnpj;250;250;1000;0;1;4;0;12;10;0;0
01/04/2020;5ea0981eddb49e16039b5de0;cnpj;380;380;380;0;1;1;0;9;10;0;0
01/04/2020;5e94aa41dbb0d544402462ec;cnpj;397;397;397;0;1;1;0;24;10;0;0
01/04/2020;5ea8bfad943a4a2632d21635;cnpj;"95,3";"95,3";"95,3";0;1;1;0;8;10;0;0
01/05/2020;5e87884250c55449f1a3eb5a;cnpj;"113,35";"77,51";"310,05";"32,49";2;4;0;79;11;0;0
01/05/2020;5ea33489609a231ced6df8e6;cnpj;130;110;330;"17,32";2;3;0;2;10;0;0
01/05/2020;5e791cc8f5c4577b9e40d75e;cnpj;331;"198,48";4962;"63,56";20;25;0;21;11;0;0
01/05/2020;5e8f8334b49be52b889f0f34;cnpj;"288,4";"288,4";"288,4";0;1;1;0;115;11;0;0
01/05/2020;5e838cece1879b238eab90c9;cnpj;120;120;240;0;1;2;0;3;11;0;0
01/05/2020;5e78c7d101e84d486076b16f;cnpj;99;"86,25";345;"25,5";1;4;0;8;11;0;0
01/05/2020;5eb41608913b535190f4e611;cnpj;"293,76";"196,88";"393,76";"137,01";1;2;0;25;10;0;0
01/05/2020;5e9df09067d4361d6097a070;cnpj;4000;"209,52";28077;"345,78";66;134;0;28;10;0;0
01/06/2020;5ecbbf04e9724e695d2586f1;cnpj;135;"58,33";350;"47,5";3;6;0;6;9;0;0
01/06/2020;5e7168f742e2b318e70e4f26;cnpj;928;468;936;"650,54";1;2;0;152;11;0;0
01/06/2020;5e78e3eb01e84d486076b244;cnpj;285;"142,75";2284;"80,84";13;16;0;14;11;0;0
01/03/2020;5e31bc7a98e2f35f9bb037f2;cpf;60;60;60;0;0;1;0;0;1;0;0
01/07/2020;5ea9965cdc52652da5c97575;cnpj;80;80;80;0;0;1;0;0;10;0;0
01/08/2020;5eeb7722ca1cd7665831cb13;cpf;"10059,15";"10059,15";"10059,15";0;0;1;0;0;8;0;0
01/04/2020;5e86042b5b0cba0782850af4;cnpj;450;450;900;0;1;2;0;0;11;0;0
01/04/2020;5e74d16b72c81a2f0dffa57a;cnpj;60;60;60;0;1;1;0;0;11;0;0
01/04/2020;5e98f5c56bf5d65be141c6ff;cnpj;23;23;23;0;0;1;0;0;10;0;0
01/10/2020;5f985b60cebd9e00104dcbe6;cpf;"39747,36";"18148,1";"145184,8";"14182,24";0;8;0;0;2;1;0
01/11/2020;5f3497c9ca191809dce38b01;cpf;"22607,46";"1177,56";"52990,59";"3272,37";0;45;0;0;5;0;1
01/11/2020;5f46db9d9b4f47487fbc34d2;cpf;"3151,98";"524,29";"15204,65";"646,82";3;29;3;0;4;1;0
01/11/2020;5f628447d9dd28577d4b54d4;cpf;"31063,5";"2819,7";"78951,87";"5777,81";0;28;4;0;3;1;0
01/11/2020;5f6026109537112db6b611a8;cpf;7560;"848,68";"103539,37";"1022,91";14;122;0;0;4;0;1
01/11/2020;5e1891c3d98e1513255f6b46;cnpj;"169,7";"124,8";"249,6";"63,5";1;2;0;7;14;0;0
01/11/2020;5e7bbb186bbf5c74f19de377;cnpj;424;"193,14";"2897,1";"90,85";9;15;0;8;11;0;0
01/11/2020;5efc8434d843611eba9badde;cnpj;"7538,7";"1099,28";"27482,19";"1619,59";4;25;0;0;7;0;1
01/11/2020;5faae8431f327900119bfce6;cpf;"59141,45";"5598,69";"173559,55";"12243,83";7;31;1;0;2;1;1
01/11/2020;5fae86dbd8928e0017f1c8b0;cpf;"20519,66";"5226,14";"67939,88";"6848,46";1;13;0;0;2;0;1
01/11/2020;5efc841b428caf2e22d2f11f;cnpj;"152236,82";"16353,18";"735893,14";"29744,91";5;45;3;0;6;1;0
01/12/2020;5e7e419673af69798b924d52;cnpj;"6440,88";"371,49";"130765,48";"427,8";173;352;0;30;11;0;0
01/12/2020;5eb2dc3d0a3726177583b215;cnpj;230;"136,25";545;"75,54";1;4;0;15;10;0;0
01/12/2020;5ed673e84dff502e8320dbc2;cnpj;"129,9";"129,9";"129,9";0;1;1;0;17;9;0;0
01/01/2021;5e8f64b28fa06c2b831326f7;cnpj;"143,9";"114,5";"343,5";"25,46";2;3;0;6;11;0;0
01/02/2021;60340c9f0c32d10019c2c28f;cpf;"1137,38";"640,24";"2560,98";"400,15";0;4;0;0;0;0;0
01/02/2021;603849ccbc8b0400114bb1b1;cpf;"17232,2";"17232,2";"17232,2";0;0;1;0;0;0;0;0
01/04/2020;5e94b0f28ba5e8764d9294b3;cnpj;"79,9";"79,9";"159,8";0;0;2;0;0;10;0;0
01/12/2020;5fd8bc468035390017cddc47;cpf;6000;"3199,11";"9597,35";"2441,21";1;3;0;0;1;1;1
01/01/2021;5e7b35c3f2eebc591d522bb0;cpf;70;70;70;0;0;1;0;0;11;0;0
01/01/2021;600567991653130011daad5c;cpf;"24749,14";"10004,81";"40019,26";"10164,8";1;4;0;0;0;1;1
01/02/2021;5ffeea55fc999e001212740b;cpf;20;20;40;0;0;2;0;0;1;0;0
01/02/2021;5ec2bab2a0d71f449e84e642;cpf;99;"79,5";159;"27,58";1;2;0;1;9;0;0
01/02/2021;6021c915a3d97900120c4b58;cpf;10;10;10;0;0;1;0;0;0;0;0
01/02/2021;602aaa076b112200194c45f0;cpf;1300;"1080,6";5403;"490,59";0;5;0;0;0;0;0
01/03/2021;5e78c7d101e84d486076b16f;cnpj;"373,6";"279,5";"838,5";"155,6";2;3;0;1;11;0;0
01/11/2020;5ef0aa2c012b352261097f6d;cpf;245;245;245;0;1;1;0;1;8;0;0
01/01/2021;6000ceba12532f0011e18229;cpf;"2599,41";"1224,43";"4897,73";"942,18";0;4;2;0;0;1;1
01/01/2021;5f2d7e211f6cc915015aca1c;cnpj;684;"306,26";4594;"132,55";13;15;0;0;7;0;0
01/05/2020;5ec0226be31a692321d4c1cd;cpf;347;347;347;0;0;1;0;0;9;0;0
01/06/2020;5e710923fe45505461f6e810;cnpj;590;"472,72";5200;"129,93";8;11;0;6;11;0;0
01/06/2020;5ec525693306325a4473910e;cnpj;"451,97";"201,64";"6654,13";"91,93";27;33;0;4;9;0;0
01/06/2020;5eb6e17015c6593e33a9139f;cnpj;159;"115,75";463;"53,21";2;4;0;16;10;0;0
01/06/2020;5ec475a63306325a44738fcf;cnpj;245;"166,5";666;"93,48";1;4;0;7;9;0;0
01/06/2020;5ef645df5bde923edb830b60;cpf;"93,85";"93,85";"93,85";0;1;1;0;3;8;0;0
01/06/2020;5efa76f0086b5102f4763e83;cpf;"954,99";"492,53";"8865,59";"191,96";1;18;0;0;6;0;0
01/07/2020;5e710923fe45505461f6e810;cnpj;490;446;8920;"120,41";14;20;0;6;11;0;0
01/07/2020;5eda728ca435c804e5f7f30d;cpf;"540152,34";"136633,93";"1093071,44";"248692,19";0;8;0;0;6;1;0
01/07/2020;5e876f801a092b6e4539d068;cnpj;149;149;149;0;1;1;0;98;11;0;0
01/07/2020;5e8b7e5769966e545f7bc9f8;cnpj;1853;"345,78";"5532,49";"448,33";12;16;0;145;11;0;0
01/07/2020;5ef90a7c63d34563319699a3;cpf;1280;"1254,48";"3763,46";"22,1";1;3;0;37;8;0;0
01/07/2020;5f0394b9459a391a613534e4;cnpj;45000;"4609,68";73755;"11185,49";11;16;0;21;8;0;0
01/07/2020;5ebb0a6b6c9e533f06d98293;cnpj;"579,9";"318,3";"954,9";"254,75";3;3;0;13;10;0;0
01/07/2020;5ed8f221cdbdf8494404fdea;cnpj;"259,23";"221,98";"887,94";"43,01";1;4;0;0;9;0;0
01/07/2020;5ef35ae5702dac2cb18d42d6;cnpj;199;199;995;0;5;5;0;19;8;0;0
01/07/2020;5e83b1f40befe84e6fcbd187;cnpj;200;170;850;"67,08";2;5;0;4;11;0;0
01/07/2020;5ea8ae3d0b2b4d5e3a82eaea;cnpj;3775;3400;6800;"530,33";2;2;0;0;10;0;0
01/08/2020;5e7b750f6bbf5c74f19de1a6;cpf;328;"295,33";5316;"35,06";15;18;0;1;11;0;0
01/08/2020;5ee82744aa80ae0d94cffd45;cnpj;1650;"666,42";9330;"760,79";0;14;0;23;8;0;0
01/08/2020;5f1b7a0783ab7a103a14fc41;cpf;23355;"4443,58";"53322,96";"6259,75";1;12;0;0;5;0;1
01/08/2020;5ea820b5373a7770690eb887;cnpj;59;59;59;0;1;1;0;7;10;0;0
01/08/2020;5eecca79c456bb104aaf0b6d;cnpj;218;"125,45";"501,8";"73,67";4;4;0;9;8;0;0
01/08/2020;5ea1bc658a203a76321248a0;cnpj;"510,47";"343,69";"687,39";"235,86";2;2;0;19;10;0;0
01/08/2020;5f470c28273c455ae620fd23;cpf;"2019,71";"725,69";"14513,85";"512,59";4;20;0;0;4;0;0
01/08/2020;5e95c9d9ccea3f32dd5f799f;cnpj;"161,8";"161,8";"161,8";0;1;1;0;23;10;0;0
01/09/2020;5ede81f37774ef04ea4ca3cb;cnpj;520;520;520;0;0;1;0;4;9;0;0
01/11/2020;5f629dbdcecbdd6f1ed89c1f;cnpj;"215,4";"215,4";"430,8";0;1;2;0;0;5;0;0
01/03/2021;603d3fe9fdd94100190ee9f1;cpf;"2421,6";"2421,6";"2421,6";0;0;1;0;0;0;0;0
01/03/2021;5e5056e6434dd54ad3ed0876;cnpj;160;160;160;0;0;1;0;0;12;0;0
01/11/2020;5fbd490c2de84a0016cba0dc;cpf;15;15;15;0;1;1;0;0;3;0;0
01/01/2021;6002f9ec47bce800112a1e96;cpf;10000;"6593,91";"32969,56";"2279,01";0;5;0;0;0;0;1
01/02/2021;5eb6e17015c6593e33a9139f;cnpj;"179,3";"179,3";"179,3";0;0;1;0;0;10;0;0
01/03/2021;5ed7a6320ceb9a5b3f196d56;cnpj;"418,6";"339,17";"678,34";"112,33";1;2;0;0;9;0;0
01/05/2020;5ec053c17cfdbb78901cbe37;cnpj;50;50;50;0;0;1;0;0;9;0;0
01/12/2020;5fe9e4b1cb29420010df2c2e;cpf;"1276,23";"1276,23";"1276,23";0;0;1;0;0;2;0;0
01/03/2021;603c5053b3b05e0011189378;cpf;"2795,76";"1952,05";"3904,1";"1193,19";0;2;0;0;0;0;0
01/04/2020;5e9267ff1b0d357fb8e2efcf;cnpj;10;10;10;0;0;1;0;0;11;0;0
01/06/2020;5eba0747a19de453bf3b5652;cpf;320;320;320;0;0;1;0;0;10;0;0
01/02/2021;601a9c25baf077001629d364;cpf;"43336,16";"17479,92";"52439,77";"22397,7";0;3;0;0;0;0;1
01/02/2021;602d44e101a3b50018c5d149;cpf;"5810,1";"3116,29";"12465,19";"3105,08";1;4;1;0;0;1;1
01/02/2021;5e74c9a35a11680f4d8e25e1;cnpj;369;369;369;0;1;1;0;1;11;0;0
01/11/2020;5fb118d67527ba00168e54af;cpf;11;11;11;0;0;1;0;0;3;0;0
01/11/2020;5fb2d1af74e3970016a64b33;cpf;"63,9";"63,9";"63,9";0;0;1;0;0;3;0;0
01/11/2020;5e78d64db372a37c9ff93154;cnpj;"152,65";"104,86";"524,32";"53,24";5;5;0;3;11;0;0
01/01/2021;5ffe05a0f2fab700112090b5;cpf;"22883,35";"15025,87";"60103,5";"9232,47";0;4;1;0;0;1;1
01/02/2021;5e836a8f28b100238967a19a;cnpj;300;"266,66";800;"57,74";3;3;0;4;11;0;0
01/02/2021;60381956b268c600114a4522;cpf;29166;29166;29166;0;0;1;0;0;0;0;0
01/03/2021;5e7507e20a8d7971d0698d79;cnpj;168;134;268;"48,08";1;2;0;2;11;0;0
